Returned byte 0x48
Returned byte 0x34
Returned byte 0x33
-0.439416 -0.427007 0.092701
-0.444526 -0.435037 0.102190
-0.440876 -0.429197 0.098540
-0.440876 -0.433577 0.098540
-0.443066 -0.430657 0.097080
-0.441606 -0.423358 0.094161
-0.445985 -0.432847 0.099270
-0.443066 -0.428467 0.097080
-0.443066 -0.430657 0.101460
-0.444526 -0.434307 0.100000
-0.442336 -0.427737 0.095620
-0.443796 -0.432117 0.095620
-0.441606 -0.429927 0.097080
-0.438686 -0.425547 0.095620
-0.442336 -0.436496 0.100000
-0.440876 -0.426277 0.096350
-0.444526 -0.431387 0.097810
-0.445985 -0.432117 0.097810
-0.437956 -0.421898 0.096350
-0.443796 -0.432847 0.099270
-0.441606 -0.429927 0.097810
-0.440876 -0.428467 0.099270
-0.444526 -0.437956 0.097810
-0.441606 -0.426277 0.097080
-0.442336 -0.433577 0.096350
-0.444526 -0.429927 0.100000
-0.439416 -0.424818 0.097080
-0.441606 -0.435766 0.097080
-0.441606 -0.427737 0.100000
-0.441606 -0.434307 0.100000
-0.445255 -0.435037 0.097810
-0.440876 -0.427737 0.096350
-0.441606 -0.432117 0.097080
-0.441606 -0.427737 0.096350
-0.442336 -0.427737 0.094891
-0.442336 -0.436496 0.100000
-0.443796 -0.424088 0.097080
-0.442336 -0.429927 0.099270
-0.443066 -0.431387 0.100730
-0.441606 -0.423358 0.094161
-0.442336 -0.435766 0.099270
-0.440876 -0.426277 0.095620
-0.442336 -0.432117 0.098540
-0.445985 -0.435766 0.100000
-0.441606 -0.426277 0.099270
-0.444526 -0.434307 0.099270
-0.441606 -0.427737 0.097080
-0.439416 -0.424818 0.095620
-0.444526 -0.432847 0.097080
-0.441606 -0.428467 0.097810
-0.441606 -0.431387 0.099270
-0.443066 -0.431387 0.099270
-0.441606 -0.423358 0.095620
-0.443066 -0.432847 0.099270
-0.440876 -0.427737 0.095620
-0.441606 -0.427007 0.098540
-0.443796 -0.435037 0.098540
-0.441606 -0.426277 0.094891
-0.440876 -0.434307 0.099270
-0.441606 -0.432117 0.097810
-0.440146 -0.423358 0.091971
-0.440876 -0.435766 0.098540
-0.440146 -0.427007 0.099270
-0.440876 -0.430657 0.097080
-0.441606 -0.435037 0.097810
-0.440146 -0.424088 0.094891
-0.442336 -0.431387 0.098540
-0.441606 -0.429197 0.096350
-0.442336 -0.426277 0.094891
-0.442336 -0.435766 0.101460
-0.441606 -0.427737 0.094891
-0.443066 -0.434307 0.097080
-0.444526 -0.434307 0.097810
-0.442336 -0.422628 0.096350
-0.441606 -0.433577 0.099270
-0.441606 -0.428467 0.097080
-0.443796 -0.431387 0.096350
-0.443796 -0.439416 0.100730
-0.444526 -0.426277 0.095620
-0.442336 -0.432117 0.099270
-0.440146 -0.428467 0.098540
-0.440876 -0.428467 0.097080
-0.442336 -0.435766 0.098540
-0.442336 -0.426277 0.099270
-0.440146 -0.430657 0.097810
-0.442336 -0.432847 0.097810
-0.442336 -0.423358 0.093431
-0.442336 -0.434307 0.097810
-0.441606 -0.426277 0.097080
-0.442336 -0.428467 0.099270
-0.439416 -0.438686 0.101460
-0.441606 -0.429197 0.094891
-0.441606 -0.433577 0.100000
-0.442336 -0.429197 0.097080
-0.441606 -0.421168 0.097080
-0.443066 -0.437226 0.100730
-0.440876 -0.427007 0.094891
-0.440876 -0.430657 0.100000
-0.439416 -0.427007 0.098540
-0.442336 -0.429197 0.095620
-0.443066 -0.435766 0.102190
-0.440876 -0.426277 0.097080
-0.443796 -0.429927 0.097810
-0.441606 -0.428467 0.099270
-0.437956 -0.422628 0.094891
-0.443796 -0.433577 0.099270
-0.443066 -0.426277 0.098540
-0.442336 -0.430657 0.096350
-0.443796 -0.435037 0.099270
-0.441606 -0.422628 0.095620
-0.443066 -0.432847 0.099270
-0.440876 -0.428467 0.097080
-0.440876 -0.426277 0.095620
-0.443796 -0.437956 0.100730
-0.440876 -0.425547 0.099270
-0.443796 -0.431387 0.098540
-0.443066 -0.429927 0.095620
-0.437226 -0.422628 0.098540
-0.441606 -0.435037 0.098540
-0.442336 -0.428467 0.097080
-0.442336 -0.425547 0.095620
-0.444526 -0.436496 0.105109
-0.440876 -0.425547 0.097810
-0.443796 -0.434307 0.096350
-0.442336 -0.429927 0.097810
-0.439416 -0.426277 0.096350
-0.441606 -0.435766 0.100730
-0.442336 -0.424818 0.097080
-0.442336 -0.429927 0.101460
-0.443066 -0.432847 0.097810
-0.438686 -0.423358 0.095620
-0.442336 -0.432847 0.097810
-0.439416 -0.427007 0.097810
-0.440146 -0.427007 0.097810
-0.444526 -0.437226 0.100730
-0.440146 -0.426277 0.096350
-0.442336 -0.432117 0.099270
-0.444526 -0.429927 0.097080
-0.437226 -0.423358 0.096350
-0.442336 -0.436496 0.100730
-0.440146 -0.425547 0.097810
-0.441606 -0.429927 0.097080
-0.441606 -0.432117 0.100000
-0.440146 -0.424088 0.096350
-0.445255 -0.433577 0.100000
-0.440146 -0.431387 0.095620
-0.443796 -0.429927 0.097080
-0.442336 -0.434307 0.100730
-0.441606 -0.426277 0.097810
-0.443066 -0.430657 0.097810
-0.443066 -0.432847 0.097080
-0.437956 -0.421168 0.094891
-0.443066 -0.433577 0.098540
-0.443796 -0.428467 0.097080
-0.442336 -0.429197 0.100000
-0.445255 -0.436496 0.100730
-0.442336 -0.425547 0.094161
-0.443066 -0.429197 0.101460
-0.443796 -0.427007 0.097810
-0.440146 -0.426277 0.096350
-0.440876 -0.435037 0.101460
-0.442336 -0.427007 0.096350
-0.440876 -0.428467 0.100000
-0.445985 -0.431387 0.098540
-0.440876 -0.421168 0.095620
-0.442336 -0.433577 0.098540
-0.440146 -0.430657 0.097810
-0.439416 -0.427007 0.098540
-0.444526 -0.433577 0.100730
-0.437956 -0.426277 0.097080
-0.441606 -0.433577 0.097810
-0.443066 -0.429197 0.094161
-0.440146 -0.422628 0.094891
-0.443796 -0.435766 0.101460
-0.441606 -0.427007 0.097810
-0.440876 -0.426277 0.097080
-0.443066 -0.435037 0.100000
-0.441606 -0.423358 0.095620
-0.443066 -0.431387 0.097810
-0.441606 -0.430657 0.097080
-0.441606 -0.424818 0.096350
-0.443796 -0.435037 0.099270
-0.443066 -0.429197 0.097080
-0.443796 -0.430657 0.100000
-0.440146 -0.429927 0.098540
-0.440146 -0.421168 0.094891
-0.441606 -0.434307 0.099270
-0.439416 -0.427007 0.097810
-0.440876 -0.431387 0.098540
-0.440876 -0.434307 0.100730
-0.438686 -0.427737 0.097810
-0.443796 -0.429927 0.096350
-0.441606 -0.427007 0.096350
-0.440146 -0.425547 0.095620
-0.443066 -0.435037 0.098540
-0.440146 -0.427007 0.096350
-0.443066 -0.431387 0.097080
-0.443066 -0.434307 0.099270
-0.441606 -0.422628 0.094891
-0.442336 -0.432117 0.100000
-0.440146 -0.428467 0.099270
-0.441606 -0.428467 0.095620
-0.442336 -0.435766 0.099270
-0.440876 -0.427737 0.094161
-0.440146 -0.431387 0.100000
-0.440146 -0.429197 0.097810
-0.438686 -0.424818 0.093431
-0.443066 -0.434307 0.101460
-0.443796 -0.427007 0.097810
-0.443066 -0.429927 0.098540
-0.445255 -0.434307 0.099270
-0.441606 -0.423358 0.095620
-0.442336 -0.432117 0.095620
-0.440876 -0.429197 0.097810
-0.437956 -0.423358 0.095620
-0.441606 -0.437956 0.097810
-0.441606 -0.426277 0.098540
-0.441606 -0.430657 0.100000
-0.442336 -0.429927 0.097080
-0.439416 -0.422628 0.095620
-0.443066 -0.432117 0.097810
-0.441606 -0.429197 0.097080
-0.442336 -0.430657 0.098540
-0.443796 -0.435037 0.097810
-0.440876 -0.424088 0.094891
-0.442336 -0.431387 0.098540
-0.440146 -0.428467 0.099270
-0.439416 -0.425547 0.094891
-0.442336 -0.436496 0.100000
-0.436496 -0.426277 0.098540
-0.443796 -0.429927 0.097080
-0.443796 -0.432847 0.097810
-0.438686 -0.422628 0.094891
-0.441606 -0.433577 0.099270
-0.443066 -0.427007 0.096350
-0.442336 -0.427007 0.099270
-0.442336 -0.431387 0.097810
-0.437226 -0.421168 0.096350
-0.440876 -0.429197 0.099270
-0.442336 -0.431387 0.097810
-0.442336 -0.432117 0.097810
-0.444526 -0.433577 0.100000
-0.440876 -0.424818 0.097080
-0.441606 -0.431387 0.097080
-0.439416 -0.427007 0.098540
-0.440876 -0.426277 0.094891
-0.441606 -0.435037 0.098540
-0.440876 -0.427007 0.097810
-0.442336 -0.432117 0.099270
-0.443066 -0.431387 0.097810
-0.437956 -0.423358 0.094891
-0.441606 -0.433577 0.097080
-0.440146 -0.427007 0.097810
-0.440876 -0.427737 0.097080
-0.445255 -0.434307 0.101460
-0.441606 -0.427007 0.096350
-0.440876 -0.430657 0.098540
-0.440876 -0.426277 0.098540
-0.442336 -0.421898 0.095620
-0.442336 -0.433577 0.100000
-0.437956 -0.429197 0.095620
-0.444526 -0.433577 0.099270
-0.443796 -0.432847 0.099270
-0.439416 -0.427737 0.096350
-0.441606 -0.431387 0.099270
-0.441606 -0.428467 0.097080
-0.440876 -0.428467 0.097080
-0.443796 -0.436496 0.100730
-0.443796 -0.427737 0.098540
-0.445255 -0.433577 0.097080
-0.440146 -0.430657 0.100730
-0.439416 -0.423358 0.091241
-0.443066 -0.432847 0.100730
-0.442336 -0.427737 0.096350
-0.440876 -0.429197 0.097080
-0.445255 -0.436496 0.100000
-0.440146 -0.423358 0.095620
-0.442336 -0.432117 0.097810
-0.442336 -0.428467 0.097080
-0.438686 -0.426277 0.096350
-0.440146 -0.437226 0.099270
-0.441606 -0.425547 0.097080
-0.441606 -0.427737 0.097810
-0.440146 -0.430657 0.097080
-0.439416 -0.422628 0.093431
-0.442336 -0.431387 0.099270
-0.440876 -0.427007 0.096350
-0.440876 -0.428467 0.097080
-0.444526 -0.437226 0.102190
-0.440146 -0.424818 0.095620
-0.443796 -0.432117 0.097080
-0.441606 -0.429927 0.097080
-0.440146 -0.421898 0.094891
-0.443796 -0.434307 0.100730
-0.440146 -0.428467 0.097810
-0.443066 -0.431387 0.096350
-0.443796 -0.428467 0.097810
-0.438686 -0.422628 0.094891
-0.442336 -0.430657 0.098540
-0.441606 -0.428467 0.097080
-0.439416 -0.427737 0.097080
-0.443796 -0.436496 0.097080
-0.439416 -0.427737 0.095620
-0.442336 -0.433577 0.097810
-0.443066 -0.430657 0.096350
-0.440146 -0.421168 0.095620
-0.444526 -0.434307 0.098540
-0.440146 -0.424088 0.099270
-0.441606 -0.432117 0.097810
-0.444526 -0.434307 0.099270
-0.437226 -0.426277 0.096350
-0.442336 -0.432117 0.097080
-0.440146 -0.428467 0.098540
-0.440876 -0.425547 0.097810
-0.443066 -0.435766 0.101460
-0.440146 -0.429197 0.096350
-0.443066 -0.427737 0.099270
-0.439416 -0.429197 0.101460
-0.442336 -0.424088 0.094891
-0.443066 -0.431387 0.100730
-0.440876 -0.427007 0.098540
-0.442336 -0.427007 0.098540
-0.442336 -0.439416 0.099270
-0.442336 -0.425547 0.094891
-0.442336 -0.432847 0.097080
-0.443066 -0.428467 0.099270
-0.438686 -0.422628 0.094891
-0.442336 -0.435037 0.102190
-0.439416 -0.425547 0.094891
-0.441606 -0.431387 0.096350
-0.443796 -0.431387 0.096350
-0.440876 -0.422628 0.095620
-0.440876 -0.432117 0.097080
-0.440146 -0.428467 0.097810
-0.439416 -0.429927 0.097810
-0.445255 -0.435037 0.101460
-0.439416 -0.429197 0.097810
-0.442336 -0.429927 0.097080
-0.439416 -0.429927 0.097810
-0.441606 -0.422628 0.095620
-0.442336 -0.435766 0.100730
-0.440876 -0.425547 0.097080
-0.440146 -0.429197 0.099270
-0.441606 -0.434307 0.100730
-0.442336 -0.421168 0.095620
-0.444526 -0.435037 0.098540
-0.443796 -0.427007 0.094891
-0.440876 -0.432847 0.099270
-0.445985 -0.435037 0.097080
-0.437956 -0.424088 0.094891
-0.443066 -0.432117 0.098540
-0.440876 -0.431387 0.095620
-0.438686 -0.424088 0.094891
-0.443796 -0.435037 0.099270
-0.440876 -0.427737 0.097080
-0.441606 -0.432117 0.097080
-0.443796 -0.432847 0.098540
-0.436496 -0.421898 0.097080
-0.443796 -0.432847 0.096350
-0.441606 -0.429197 0.096350
-0.440876 -0.429197 0.096350
-0.443066 -0.437226 0.100730
-0.439416 -0.425547 0.097810
-0.442336 -0.432117 0.097080
-0.443066 -0.432847 0.097080
-0.439416 -0.423358 0.094891
-0.440146 -0.433577 0.100000
-0.439416 -0.425547 0.097810
-0.442336 -0.432117 0.097810
-0.443796 -0.435766 0.100730
-0.439416 -0.423358 0.095620
-0.441606 -0.432847 0.098540
-0.442336 -0.427007 0.097080
-0.438686 -0.427737 0.094161
-0.441606 -0.440146 0.100000
-0.437226 -0.428467 0.097810
-0.443066 -0.431387 0.097080
-0.443066 -0.427007 0.096350
-0.438686 -0.431387 0.095620
-0.440146 -0.432847 0.104380
-0.440146 -0.423358 0.094161
-0.440146 -0.432117 0.097080
-0.442336 -0.429197 0.098540
-0.440146 -0.426277 0.093431
-0.445255 -0.437226 0.101460
-0.441606 -0.427007 0.096350
-0.441606 -0.429927 0.099270
-0.441606 -0.429197 0.097810
-0.440876 -0.422628 0.095620
-0.442336 -0.432847 0.098540
-0.442336 -0.427737 0.096350
-0.441606 -0.429927 0.096350
-0.442336 -0.435766 0.100000
-0.438686 -0.427007 0.094891
-0.440876 -0.432847 0.098540
-0.441606 -0.427737 0.096350
-0.438686 -0.425547 0.094891
-0.442336 -0.435037 0.099270
-0.441606 -0.426277 0.095620
-0.441606 -0.428467 0.100730
-0.443066 -0.431387 0.098540
-0.438686 -0.420438 0.095620
-0.441606 -0.432847 0.098540
-0.440876 -0.427007 0.095620
-0.439416 -0.430657 0.100730
-0.446715 -0.436496 0.103650
-0.440146 -0.424088 0.095620
-0.440146 -0.432117 0.097810
-0.441606 -0.429927 0.098540
-0.437956 -0.424818 0.096350
-0.441606 -0.434307 0.098540
-0.440876 -0.426277 0.097810
-0.443066 -0.432847 0.096350
-0.446715 -0.432847 0.099270
-0.442336 -0.422628 0.095620
-0.441606 -0.431387 0.098540
-0.440876 -0.429927 0.097080
-0.439416 -0.428467 0.097080
-0.442336 -0.437956 0.100000
-0.440876 -0.424818 0.096350
-0.437226 -0.428467 0.099270
-0.441606 -0.429197 0.097810
-0.440876 -0.420438 0.097810
-0.440876 -0.432117 0.097810
-0.440876 -0.427007 0.098540
-0.440876 -0.429927 0.095620
-0.443066 -0.435766 0.099270
-0.441606 -0.426277 0.095620
-0.443066 -0.432117 0.097810
-0.440876 -0.428467 0.094891
-0.439416 -0.424088 0.097080
-0.442336 -0.436496 0.097810
-0.440876 -0.426277 0.098540
-0.442336 -0.431387 0.097810
-0.442336 -0.429197 0.100730
-0.441606 -0.421898 0.095620
-0.443796 -0.432847 0.099270
-0.440146 -0.427737 0.099270
-0.439416 -0.427007 0.095620
-0.444526 -0.437226 0.103650
-0.440146 -0.426277 0.095620
-0.439416 -0.431387 0.098540
-0.440876 -0.425547 0.096350
-0.438686 -0.427007 0.097810
-0.443066 -0.434307 0.102190
-0.440146 -0.425547 0.097810
-0.440146 -0.432117 0.097080
-0.442336 -0.429927 0.100730
-0.437956 -0.420438 0.095620
-0.441606 -0.433577 0.098540
-0.441606 -0.428467 0.094161
-0.441606 -0.425547 0.095620
-0.442336 -0.437226 0.098540
-0.441606 -0.424818 0.095620
-0.441606 -0.431387 0.097810
-0.439416 -0.429197 0.097810
-0.439416 -0.424818 0.096350
-0.440876 -0.432117 0.097080
-0.443066 -0.427007 0.096350
-0.440146 -0.432117 0.094891
-0.444526 -0.435037 0.097080
-0.440146 -0.422628 0.095620
-0.443796 -0.432117 0.097810
-0.440876 -0.428467 0.096350
-0.437956 -0.424818 0.097080
-0.441606 -0.434307 0.097810
-0.442336 -0.427007 0.096350
-0.437956 -0.433577 0.097080
-0.443066 -0.429197 0.097080
-0.437956 -0.422628 0.094161
-0.441606 -0.432847 0.099270
-0.440876 -0.427737 0.097080
-0.440146 -0.429927 0.098540
-0.441606 -0.434307 0.097810
-0.442336 -0.427007 0.094891
-0.443066 -0.432847 0.096350
-0.443066 -0.427737 0.098540
-0.439416 -0.423358 0.096350
-0.442336 -0.435766 0.099270
-0.438686 -0.423358 0.097080
-0.443796 -0.429927 0.097080
-0.443796 -0.434307 0.097810
-0.441606 -0.421898 0.092701
-0.443796 -0.434307 0.097810
-0.437956 -0.427737 0.097810
-0.440146 -0.428467 0.097080
-0.445985 -0.432117 0.100730
-0.440876 -0.425547 0.093431
-0.442336 -0.429927 0.097810
-0.442336 -0.429927 0.096350
-0.437956 -0.422628 0.097810
-0.441606 -0.432117 0.100730
-0.439416 -0.429197 0.096350
-0.438686 -0.428467 0.099270
-0.441606 -0.431387 0.102190
-0.440146 -0.424088 0.095620
-0.440876 -0.431387 0.098540
-0.442336 -0.427007 0.097810
-0.438686 -0.426277 0.094891
-0.440146 -0.432847 0.100000
-0.441606 -0.425547 0.096350
-0.440876 -0.432117 0.099270
-0.442336 -0.431387 0.098540
-0.437956 -0.421898 0.095620
-0.440876 -0.429927 0.099270
-0.442336 -0.427737 0.095620
-0.439416 -0.429927 0.098540
-0.440876 -0.436496 0.099270
-0.439416 -0.424088 0.093431
-0.443066 -0.431387 0.097080
-0.440146 -0.430657 0.096350
-0.438686 -0.422628 0.094891
-0.440146 -0.433577 0.099270
-0.440876 -0.425547 0.097080
-0.440876 -0.432847 0.099270
-0.444526 -0.428467 0.097080
-0.440876 -0.419708 0.093431
-0.442336 -0.432847 0.096350
-0.441606 -0.429197 0.094161
-0.441606 -0.430657 0.097810
-0.441606 -0.427007 0.094891
-0.437956 -0.422628 0.094891
-0.443796 -0.432847 0.097810
-0.440146 -0.424818 0.097080
-0.440146 -0.429927 0.097810
-0.443066 -0.432847 0.098540
-0.441606 -0.424088 0.096350
-0.442336 -0.431387 0.097810
-0.440876 -0.429197 0.097810
-0.440146 -0.427737 0.096350
-0.443066 -0.437956 0.101460
-0.442336 -0.428467 0.098540
-0.439416 -0.430657 0.097810
-0.440876 -0.429927 0.096350
-0.437956 -0.421898 0.095620
-0.443066 -0.433577 0.097080
-0.439416 -0.427007 0.096350
-0.440876 -0.427007 0.096350
-0.443796 -0.435037 0.097080
-0.440146 -0.423358 0.094891
-0.442336 -0.427737 0.097080
-0.441606 -0.427007 0.098540
-0.440146 -0.418248 0.095620
-0.443066 -0.437226 0.099270
-0.443066 -0.427737 0.097080
-0.442336 -0.430657 0.097810
-0.443796 -0.431387 0.099270
-0.440146 -0.424088 0.096350
-0.440146 -0.429927 0.099270
-0.441606 -0.426277 0.097810
-0.440876 -0.425547 0.097810
-0.443066 -0.438686 0.099270
-0.440876 -0.425547 0.097080
-0.440876 -0.432117 0.098540
-0.440146 -0.429927 0.096350
-0.438686 -0.424818 0.097080
-0.442336 -0.434307 0.099270
-0.439416 -0.426277 0.099270
-0.443066 -0.429927 0.098540
-0.445255 -0.433577 0.100730
-0.440146 -0.423358 0.094891
-0.445255 -0.431387 0.099270
-0.440876 -0.429197 0.098540
-0.440876 -0.425547 0.097080
-0.444526 -0.436496 0.102190
-0.441606 -0.427737 0.097810
-0.441606 -0.432117 0.097080
-0.440876 -0.430657 0.099270
-0.439416 -0.422628 0.097080
-0.440876 -0.433577 0.097810
-0.440876 -0.425547 0.097810
-0.443066 -0.429927 0.097810
-0.443066 -0.437226 0.100730
-0.443066 -0.424088 0.094891
-0.440876 -0.433577 0.099270
-0.439416 -0.427007 0.097080
-0.438686 -0.424818 0.096350
-0.440876 -0.432847 0.099270
-0.440146 -0.425547 0.095620
-0.441606 -0.427737 0.098540
-0.442336 -0.429927 0.098540
-0.437956 -0.422628 0.097080
-0.443796 -0.432847 0.098540
-0.440146 -0.425547 0.097810
-0.440876 -0.429927 0.097810
-0.443066 -0.432847 0.100730
-0.437226 -0.429197 0.095620
-0.441606 -0.431387 0.098540
-0.439416 -0.429197 0.096350
-0.440146 -0.422628 0.092701
-0.443796 -0.434307 0.098540
-0.439416 -0.426277 0.098540
-0.441606 -0.429927 0.098540
-0.443066 -0.431387 0.100000
-0.440876 -0.423358 0.096350
-0.440146 -0.431387 0.097810
-0.438686 -0.431387 0.096350
-0.440146 -0.429197 0.096350
-0.440876 -0.435037 0.100730
-0.440146 -0.426277 0.094891
-0.440146 -0.432847 0.096350
-0.443066 -0.428467 0.094161
-0.442336 -0.422628 0.094891
-0.440876 -0.435037 0.100000
-0.441606 -0.427007 0.100000
-0.440146 -0.429927 0.098540
-0.444526 -0.435037 0.100730
-0.440146 -0.425547 0.094161
-0.443066 -0.431387 0.096350
-0.438686 -0.427737 0.097080
-0.438686 -0.427737 0.094161
-0.440876 -0.435766 0.100730
-0.439416 -0.426277 0.095620
-0.442336 -0.428467 0.097080
-0.440876 -0.430657 0.098540
-0.438686 -0.422628 0.094161
-0.441606 -0.432847 0.097810
-0.439416 -0.428467 0.097810
-0.441606 -0.426277 0.100000
-0.443066 -0.436496 0.100730
-0.439416 -0.423358 0.097810
-0.440876 -0.429927 0.097080
-0.443066 -0.427007 0.097080
-0.436496 -0.420438 0.095620
-0.443066 -0.435766 0.098540
-0.441606 -0.428467 0.097810
-0.443796 -0.427737 0.099270
-0.443796 -0.435037 0.100730
-0.440146 -0.424088 0.094891
-0.444526 -0.430657 0.098540
-0.440146 -0.429927 0.097080
-0.440876 -0.426277 0.097810
-0.443796 -0.434307 0.097810
