Returned byte 0x48
Returned byte 0x34
Returned byte 0x33
-0.691971 0.013139 -0.053285
-0.688321 0.003650 -0.060584
-0.690511 -0.006569 -0.068613
-0.689781 -0.013869 -0.066423
-0.689781 -0.018978 -0.068613
-0.687591 -0.021898 -0.068613
-0.683942 -0.029197 -0.067153
-0.685401 -0.032117 -0.067153
-0.682482 -0.040146 -0.068613
-0.681022 -0.051095 -0.070073
-0.681022 -0.059854 -0.072993
-0.675182 -0.072263 -0.072993
-0.674453 -0.083942 -0.075182
-0.668613 -0.093431 -0.073723
-0.660584 -0.107299 -0.071533
-0.659124 -0.121898 -0.074453
-0.653285 -0.131387 -0.077372
-0.648905 -0.142336 -0.079562
-0.643066 -0.153285 -0.082482
-0.638686 -0.156204 -0.083212
-0.635766 -0.162044 -0.083942
-0.635766 -0.164234 -0.084672
-0.632847 -0.164963 -0.083942
-0.633577 -0.170803 -0.080292
-0.630657 -0.172993 -0.079562
-0.628467 -0.176642 -0.076642
-0.627007 -0.180292 -0.075912
-0.623358 -0.183942 -0.070073
-0.614599 -0.194161 -0.065693
-0.611679 -0.197810 -0.061314
-0.608759 -0.197810 -0.052555
-0.608759 -0.198540 -0.041606
-0.604380 -0.189051 -0.003650
-0.589781 -0.198540 0.030657
-0.572263 -0.229927 0.022628
-0.545255 -0.263504 0.008029
-0.518248 -0.298540 -0.002920
-0.487591 -0.324088 -0.001460
-0.461314 -0.343066 0.003650
-0.432847 -0.359124 0.008759
-0.403650 -0.375912 0.019708
-0.375182 -0.388321 0.023358
-0.353285 -0.394891 0.037956
-0.330657 -0.398540 0.058394
-0.310219 -0.400000 0.073723
-0.284672 -0.402920 0.090511
-0.261314 -0.410219 0.094161
-0.234307 -0.413139 0.100730
-0.208759 -0.420438 0.104380
-0.181022 -0.424088 0.097810
-0.152555 -0.426277 0.097810
-0.125547 -0.430657 0.094161
-0.097080 -0.430657 0.091971
-0.069343 -0.428467 0.086861
-0.044526 -0.431387 0.088321
-0.016058 -0.428467 0.091241
0.000730 -0.420438 0.094161
0.024088 -0.416058 0.102190
0.042336 -0.406569 0.110219
0.058394 -0.395620 0.121898
0.066423 -0.384672 0.135036
0.081022 -0.374453 0.152555
0.086131 -0.363504 0.167153
0.083212 -0.347445 0.191241
0.083942 -0.329927 0.213869
0.077372 -0.314599 0.237956
0.067883 -0.294891 0.262774
0.061314 -0.275912 0.285401
